ts_event,open,high,low,close,volume,Backadjusted
2023-09-10 00:00:00+00:00,109.53125,109.53125,109.375,109.375,6,109.484375
2023-09-11 00:00:00+00:00,109.3125,109.46875,109.28125,109.46875,273,109.578125
2023-09-12 00:00:00+00:00,109.328125,109.515625,109.328125,109.421875,195,109.53125
2023-09-13 00:00:00+00:00,109.171875,109.75,108.953125,109.625,131,109.734375
2023-09-14 00:00:00+00:00,109.828125,109.84375,109.34375,109.359375,121,109.46875
2023-09-15 00:00:00+00:00,109.484375,109.53125,109.171875,109.21875,53,109.328125
2023-09-18 00:00:00+00:00,108.9375,109.21875,108.9375,109.21875,35,109.328125
2023-09-19 00:00:00+00:00,109.359375,109.359375,108.84375,108.84375,43,108.953125
2023-09-20 00:00:00+00:00,109.078125,109.21875,108.9375,109.1875,48,109.296875
2023-09-24 00:00:00+00:00,108.734375,108.796875,108.703125,108.703125,15214,109.296875
2023-09-25 00:00:00+00:00,108.71875,108.71875,108.125,108.15625,1201303,108.75
2023-09-26 00:00:00+00:00,108.15625,108.53125,108.015625,108.28125,1479159,108.875
2023-09-27 00:00:00+00:00,108.265625,108.53125,107.484375,107.71875,1763898,108.3125
2023-09-28 00:00:00+00:00,107.71875,108.015625,107.21875,107.9375,2239098,108.53125
2023-09-29 00:00:00+00:00,107.953125,108.453125,107.8125,108.03125,2464617,108.625
2023-10-01 00:00:00+00:00,107.875,107.921875,107.6875,107.78125,47101,108.375
2023-10-02 00:00:00+00:00,107.765625,107.859375,107.21875,107.34375,1474208,107.9375
2023-10-03 00:00:00+00:00,107.34375,107.4375,106.5625,106.640625,2365949,107.234375
2023-10-04 00:00:00+00:00,106.640625,107.203125,106.109375,107.125,2321893,107.71875
2023-10-05 00:00:00+00:00,107.125,107.390625,106.890625,107.234375,1670903,107.828125
2023-10-06 00:00:00+00:00,107.234375,107.3125,106.203125,106.75,2152156,107.34375
2023-10-08 00:00:00+00:00,107.125,107.640625,107.078125,107.3125,95631,107.90625
2023-10-09 00:00:00+00:00,107.3125,107.953125,107.109375,107.921875,697359,108.515625
2023-10-10 00:00:00+00:00,107.921875,107.984375,107.328125,107.734375,1707867,108.328125
2023-10-11 00:00:00+00:00,107.734375,108.34375,107.65625,108.15625,1882213,108.75
2023-10-12 00:00:00+00:00,108.140625,108.5,107.125,107.3125,1941796,107.90625
2023-10-13 00:00:00+00:00,107.3125,108.0,107.3125,107.765625,1500950,108.359375
2023-10-15 00:00:00+00:00,107.671875,107.703125,107.5,107.578125,24238,108.171875
2023-10-16 00:00:00+00:00,107.5625,107.609375,107.125,107.171875,1153820,107.765625
2023-10-17 00:00:00+00:00,107.15625,107.25,106.109375,106.265625,1948437,106.859375
2023-10-18 00:00:00+00:00,106.265625,106.484375,105.640625,105.640625,1785758,106.234375
2023-10-19 00:00:00+00:00,105.65625,105.953125,105.328125,105.484375,2187955,106.078125
2023-10-20 00:00:00+00:00,105.46875,106.1875,105.4375,106.0,1725236,106.59375
2023-10-22 00:00:00+00:00,105.78125,105.859375,105.703125,105.75,32918,106.34375
2023-10-23 00:00:00+00:00,105.765625,106.5,105.390625,106.359375,1875470,106.953125
2023-10-24 00:00:00+00:00,106.359375,106.6875,106.078125,106.46875,1708627,107.0625
2023-10-25 00:00:00+00:00,106.453125,106.5625,105.5625,105.71875,1773062,106.3125
2023-10-26 00:00:00+00:00,105.71875,106.40625,105.46875,106.3125,2210459,106.90625
2023-10-27 00:00:00+00:00,106.3125,106.53125,106.09375,106.46875,1568184,107.0625
2023-10-29 00:00:00+00:00,106.4375,106.4375,106.1875,106.203125,33662,106.796875
2023-10-30 00:00:00+00:00,106.203125,106.453125,105.9375,106.140625,1402513,106.734375
2023-10-31 00:00:00+00:00,106.140625,106.65625,105.875,105.9375,2209905,106.53125
2023-11-01 00:00:00+00:00,105.921875,107.390625,105.859375,107.328125,2517584,107.921875
2023-11-02 00:00:00+00:00,107.3125,107.875,107.078125,107.421875,2162119,108.015625
2023-11-03 00:00:00+00:00,107.421875,108.78125,107.390625,108.25,2599995,108.84375
2023-11-05 00:00:00+00:00,108.234375,108.234375,108.125,108.140625,19554,108.734375
2023-11-06 00:00:00+00:00,108.140625,108.234375,107.5625,107.765625,1533762,108.359375
2023-11-07 00:00:00+00:00,107.765625,108.296875,107.609375,108.09375,1723186,108.6875
2023-11-08 00:00:00+00:00,108.078125,108.484375,107.828125,108.4375,1647401,109.03125
2023-11-09 00:00:00+00:00,108.4375,108.53125,107.328125,107.453125,2007647,108.046875
2023-11-10 00:00:00+00:00,107.453125,107.921875,107.265625,107.28125,1513453,107.875
2023-11-12 00:00:00+00:00,107.34375,107.375,107.28125,107.296875,24625,107.890625
2023-11-13 00:00:00+00:00,107.3125,107.484375,107.0,107.375,1108745,107.96875
2023-11-14 00:00:00+00:00,107.375,108.96875,107.296875,108.84375,2441015,109.4375
2023-11-15 00:00:00+00:00,108.84375,108.953125,108.078125,108.3125,2275227,108.90625
2023-11-16 00:00:00+00:00,108.3125,108.9375,108.296875,108.890625,1550288,109.484375
2023-11-17 00:00:00+00:00,108.890625,109.265625,108.59375,108.765625,1523160,109.359375
2023-11-19 00:00:00+00:00,108.6875,108.734375,108.578125,108.65625,22568,109.25
2023-11-20 00:00:00+00:00,108.65625,108.921875,108.4375,108.890625,1311604,109.484375
2023-11-21 00:00:00+00:00,108.890625,109.109375,108.734375,109.0625,1418171,109.65625
2023-11-22 00:00:00+00:00,109.078125,109.265625,108.59375,108.890625,1503294,109.484375
2023-11-23 00:00:00+00:00,108.890625,108.96875,108.5,108.578125,220345,109.171875
2023-11-24 00:00:00+00:00,108.578125,108.65625,108.328125,108.46875,766421,109.0625
2023-11-26 00:00:00+00:00,108.421875,108.421875,108.3125,108.328125,18287,108.921875
2023-11-27 00:00:00+00:00,108.34375,109.046875,108.1875,108.90625,1311892,109.5
2023-11-28 00:00:00+00:00,108.921875,109.65625,108.796875,109.625,1085236,110.21875
2023-11-29 00:00:00+00:00,109.625,110.125,109.5625,109.984375,259988,110.578125
2023-11-30 00:00:00+00:00,109.984375,110.09375,109.390625,109.671875,37991,110.265625
2023-12-01 00:00:00+00:00,109.6875,110.46875,109.484375,110.453125,6867,111.046875
2023-12-03 00:00:00+00:00,110.421875,110.4375,110.34375,110.34375,63,110.9375
2023-12-04 00:00:00+00:00,110.375,110.375,109.8125,110.0625,3184,110.65625
2023-12-05 00:00:00+00:00,110.125,110.65625,110.03125,110.65625,1394,111.25
2023-12-06 00:00:00+00:00,110.578125,110.9375,110.375,110.875,243,111.46875
2023-12-07 00:00:00+00:00,110.765625,110.875,110.34375,110.71875,1132,111.3125
2023-12-08 00:00:00+00:00,110.671875,110.6875,109.765625,110.09375,538,110.6875
2023-12-10 00:00:00+00:00,110.03125,110.03125,110.0,110.0,4,110.59375
2023-12-11 00:00:00+00:00,109.9375,110.109375,109.6875,110.109375,544,110.703125
2023-12-12 00:00:00+00:00,110.09375,110.5,109.953125,110.234375,605,110.828125
2023-12-13 00:00:00+00:00,110.3125,111.8125,110.28125,111.609375,634,112.203125
2023-12-14 00:00:00+00:00,111.875,112.578125,111.875,112.265625,123,112.859375
2023-12-15 00:00:00+00:00,112.359375,112.484375,111.90625,112.234375,285,112.828125
2023-12-18 00:00:00+00:00,112.15625,112.265625,111.953125,112.125,17,112.71875
2023-12-19 00:00:00+00:00,112.25,112.3125,112.15625,112.25,90,112.84375
2023-12-20 00:00:00+00:00,112.4375,112.984375,112.421875,112.84375,1344754,112.84375
2023-12-21 00:00:00+00:00,112.84375,113.140625,112.578125,112.75,1338649,112.75
2023-12-22 00:00:00+00:00,112.734375,112.96875,112.5,112.71875,816092,112.71875
2023-12-25 00:00:00+00:00,112.671875,112.6875,112.609375,112.625,2998,112.625
2023-12-26 00:00:00+00:00,112.640625,112.75,112.546875,112.59375,370325,112.59375
2023-12-27 00:00:00+00:00,112.609375,113.375,112.5625,113.25,852957,113.25
2023-12-28 00:00:00+00:00,113.25,113.28125,112.796875,112.953125,920744,112.953125
2023-12-29 00:00:00+00:00,112.953125,113.03125,112.5625,112.6875,1154946,112.6875
2024-01-01 00:00:00+00:00,112.6875,112.828125,112.625,112.65625,19668,112.65625
2024-01-02 00:00:00+00:00,112.65625,112.671875,112.125,112.234375,1410278,112.234375
2024-01-03 00:00:00+00:00,112.234375,112.625,111.875,112.484375,1894074,112.484375
2024-01-04 00:00:00+00:00,112.484375,112.59375,111.859375,111.921875,1488371,111.921875
2024-01-05 00:00:00+00:00,111.921875,112.3125,111.203125,111.671875,2330690,111.671875
2024-01-07 00:00:00+00:00,111.71875,111.71875,111.484375,111.546875,18908,111.546875
2024-01-08 00:00:00+00:00,111.546875,112.28125,111.515625,111.890625,1604969,111.890625
2024-01-09 00:00:00+00:00,111.890625,112.0625,111.6875,112.015625,1284520,112.015625
2024-01-10 00:00:00+00:00,112.015625,112.21875,111.78125,111.90625,1425395,111.90625
2024-01-11 00:00:00+00:00,111.90625,112.5,111.609375,112.421875,2314810,112.421875
2024-01-12 00:00:00+00:00,112.421875,112.828125,112.09375,112.625,1929389,112.625
2024-01-14 00:00:00+00:00,112.5625,112.578125,112.421875,112.421875,17772,112.421875
2024-01-15 00:00:00+00:00,112.421875,112.5625,112.21875,112.34375,232503,112.34375
2024-01-16 00:00:00+00:00,112.34375,112.390625,111.703125,111.890625,2099286,111.890625
2024-01-17 00:00:00+00:00,111.875,112.046875,111.28125,111.421875,1965065,111.421875
2024-01-18 00:00:00+00:00,111.4375,111.65625,111.078125,111.140625,1521801,111.140625
2024-01-19 00:00:00+00:00,111.140625,111.296875,110.8125,111.25,1363285,111.25
2024-01-21 00:00:00+00:00,111.234375,111.234375,111.140625,111.1875,15516,111.1875
2024-01-22 00:00:00+00:00,111.1875,111.609375,111.15625,111.4375,1242422,111.4375
2024-01-23 00:00:00+00:00,111.4375,111.53125,111.125,111.28125,1178119,111.28125
2024-01-24 00:00:00+00:00,111.265625,111.609375,110.921875,110.9375,1827485,110.9375
2024-01-25 00:00:00+00:00,110.9375,111.46875,110.828125,111.46875,1876796,111.46875
2024-01-26 00:00:00+00:00,111.46875,111.5625,111.0,111.203125,1390411,111.203125
2024-01-28 00:00:00+00:00,111.28125,111.328125,111.171875,111.1875,24398,111.1875
2024-01-29 00:00:00+00:00,111.203125,111.71875,111.15625,111.59375,1513023,111.59375
2024-01-30 00:00:00+00:00,111.59375,111.859375,111.34375,111.734375,1754009,111.734375
2024-01-31 00:00:00+00:00,111.75,112.640625,111.734375,112.453125,3368420,112.453125
2024-02-01 00:00:00+00:00,112.453125,113.203125,112.296875,112.828125,2599282,112.828125
